file,orf_index,strand,frame,start_nt,end_nt,length_aa,cai_percent,esm2_perplexity
142933_TFORF2348.fasta,10,-,-1,7067,7333,88,51.15,13.7315
143100_TFORF1355.fasta,1,+,2,4115,6799,894,58.60,10.9198
143100_TFORF1355.fasta,2,+,1,955,1818,287,53.51,15.5523
143100_TFORF1355.fasta,3,+,3,8967,9827,286,58.16,9.9643
143100_TFORF1355.fasta,4,-,-2,4177,4986,269,50.28,14.5773
143100_TFORF1355.fasta,5,+,3,6114,6782,222,51.25,10.8907
143100_TFORF1355.fasta,6,-,-1,3218,3838,206,54.55,15.6629
143100_TFORF1355.fasta,7,+,1,2020,2622,200,63.61,8.5858
143100_TFORF1355.fasta,8,+,2,7010,7540,176,49.19,14.2686
143100_TFORF1355.fasta,9,+,1,6997,7506,169,57.88,15.6274
143100_TFORF1355.fasta,10,-,-2,5284,5784,166,56.01,15.1113
143100_TFORF1355.fasta,11,+,2,3476,3913,145,57.05,14.3838
143100_TFORF1355.fasta,12,-,-3,870,1250,126,50.44,14.6167
143100_TFORF1355.fasta,13,-,-1,4682,5029,115,56.28,16.5414
143100_TFORF1355.fasta,14,-,-1,5867,6199,110,54.21,15.0205
143100_TFORF1355.fasta,15,-,-1,5114,5398,94,51.52,13.4952
143100_TFORF1355.fasta,16,-,-1,9431,9697,88,51.15,13.7315
143195_TFORF2809.fasta,1,+,2,4115,5068,317,57.03,17.7243
143195_TFORF2809.fasta,2,+,1,955,1818,287,53.51,15.5523
143195_TFORF2809.fasta,3,+,3,7236,8096,286,58.16,9.9643
143195_TFORF2809.fasta,4,-,-1,3218,3838,206,54.55,15.6629
143195_TFORF2809.fasta,5,+,1,2020,2622,200,63.61,8.5858
143195_TFORF2809.fasta,6,+,2,5279,5809,176,49.19,14.2686
143195_TFORF2809.fasta,7,+,1,5266,5775,169,57.88,15.6274
143195_TFORF2809.fasta,8,+,2,3476,3913,145,57.05,14.3838
143195_TFORF2809.fasta,9,-,-3,870,1250,126,50.44,14.6167
143195_TFORF2809.fasta,10,+,3,4638,4931,97,46.08,14.7960
143195_TFORF2809.fasta,11,-,-1,7700,7966,88,51.15,13.7315
143195_TFORF2809.fasta,12,-,-2,3910,4164,84,50.05,16.8203
143195_TFORF2809.fasta,13,-,-2,4204,4452,82,56.02,15.4763
143567_TFORF2033.fasta,1,+,1,955,1818,287,53.51,15.5523
143567_TFORF2033.fasta,2,+,3,7083,7943,286,58.16,9.9643
143567_TFORF2033.fasta,3,+,2,4115,4915,266,59.14,10.8964
143567_TFORF2033.fasta,4,-,-1,3218,3838,206,54.55,15.6629
143567_TFORF2033.fasta,5,+,1,2020,2622,200,63.61,8.5858
143567_TFORF2033.fasta,6,+,2,5126,5656,176,49.19,14.2686
143567_TFORF2033.fasta,7,+,1,5113,5622,169,57.88,15.6274
143567_TFORF2033.fasta,8,+,2,3476,3913,145,57.05,14.3838
143567_TFORF2033.fasta,9,-,-3,870,1250,126,50.44,14.6167
143567_TFORF2033.fasta,10,-,-1,4046,4396,116,58.41,14.6138
143567_TFORF2033.fasta,11,+,3,4239,4574,111,58.07,14.7866
143567_TFORF2033.fasta,12,-,-1,7547,7813,88,51.15,13.7315
143611_TFORF2762.fasta,1,+,2,4115,5287,390,54.84,7.3800
143611_TFORF2762.fasta,2,+,1,955,1818,287,53.51,15.5523
143611_TFORF2762.fasta,3,+,3,7455,8315,286,58.16,9.9643
143611_TFORF2762.fasta,4,-,-1,3218,3838,206,54.55,15.6629
143611_TFORF2762.fasta,5,+,1,2020,2622,200,63.61,8.5858
143611_TFORF2762.fasta,6,+,2,5498,6028,176,49.19,14.2686
143611_TFORF2762.fasta,7,+,1,5485,5994,169,57.88,15.6274
143611_TFORF2762.fasta,8,+,2,3476,3913,145,57.05,14.3838
143611_TFORF2762.fasta,9,-,-3,870,1250,126,50.44,14.6167
143611_TFORF2762.fasta,10,-,-1,7919,8185,88,51.15,13.7315
143611_TFORF2762.fasta,11,-,-2,4369,4614,81,50.61,13.5914
143975_TFORF1754.fasta,1,+,2,4115,5977,620,55.83,5.0057
143975_TFORF1754.fasta,2,+,1,955,1818,287,53.51,15.5523
143975_TFORF1754.fasta,3,+,3,8145,9005,286,58.16,9.9643
143975_TFORF1754.fasta,4,-,-1,3218,3838,206,54.55,15.6629
143975_TFORF1754.fasta,5,+,1,2020,2622,200,63.61,8.5858
143975_TFORF1754.fasta,6,+,3,5178,5732,184,47.69,4.4607
143975_TFORF1754.fasta,7,+,2,6188,6718,176,49.19,14.2686
143975_TFORF1754.fasta,8,+,1,6175,6684,169,57.88,15.6274
143975_TFORF1754.fasta,9,+,3,4674,5141,155,46.28,6.4043
143975_TFORF1754.fasta,10,+,2,3476,3913,145,57.05,14.3838
143975_TFORF1754.fasta,11,-,-3,870,1250,126,50.44,14.6167
143975_TFORF1754.fasta,12,-,-1,4133,4492,119,62.34,17.9492
143975_TFORF1754.fasta,13,+,3,5766,6113,115,49.68,16.4509
143975_TFORF1754.fasta,14,-,-1,8609,8875,88,51.15,13.7315
144433_TFORF2957.fasta,1,+,2,4148,5572,474,61.02,16.4178
144433_TFORF2957.fasta,2,+,1,955,1818,287,53.51,15.5523
144433_TFORF2957.fasta,3,+,3,7818,8678,286,58.16,9.9643
144433_TFORF2957.fasta,4,-,-1,3218,3838,206,54.55,15.6629
144433_TFORF2957.fasta,5,+,1,2020,2622,200,63.61,8.5858
144433_TFORF2957.fasta,6,+,2,5861,6391,176,49.19,14.2686
144433_TFORF2957.fasta,7,+,1,5848,6357,169,57.88,15.6274
144433_TFORF2957.fasta,8,-,-1,4880,5338,152,61.86,14.6127
144433_TFORF2957.fasta,9,+,2,3476,3913,145,57.05,14.3838
144433_TFORF2957.fasta,10,-,-3,870,1250,126,50.44,14.6167
144433_TFORF2957.fasta,11,-,-2,4576,4857,93,54.75,15.1190
144433_TFORF2957.fasta,12,-,-2,3910,4182,90,50.99,17.5714
144433_TFORF2957.fasta,13,-,-1,8282,8548,88,51.15,13.7315
144433_TFORF2957.fasta,14,+,3,4260,4523,87,49.91,12.2935
144433_TFORF2957.fasta,15,-,-1,4571,4816,81,57.22,15.0803
144688_TFORF3212.fasta,1,+,2,1226,2992,588,54.00,9.0846
144688_TFORF3212.fasta,2,+,2,8198,9061,287,53.51,15.5523
144688_TFORF3212.fasta,3,+,3,5160,6020,286,58.16,9.9643
144688_TFORF3212.fasta,4,-,-1,299,919,206,54.55,15.6629
144688_TFORF3212.fasta,5,+,2,9263,9865,200,63.61,8.5858
144688_TFORF3212.fasta,6,+,2,3203,3733,176,49.19,14.2686
144688_TFORF3212.fasta,7,+,1,3190,3699,169,57.88,15.6274
144688_TFORF3212.fasta,8,+,2,557,994,145,57.05,14.3838
144688_TFORF3212.fasta,9,-,-2,8113,8493,126,50.44,14.6167
144688_TFORF3212.fasta,10,-,-2,991,1335,114,52.81,15.9129
144688_TFORF3212.fasta,11,+,3,2439,2738,99,47.56,6.1266
144688_TFORF3212.fasta,12,-,-3,7104,7403,99,47.99,16.2673
144688_TFORF3212.fasta,13,-,-1,2393,2662,89,50.17,6.6366
144688_TFORF3212.fasta,14,-,-1,5624,5890,88,51.15,13.7315
144688_TFORF3212.fasta,15,+,1,7177,7422,81,54.35,18.7773
144688_TFORF3212.fasta,16,-,-2,2002,2247,81,56.53,12.4770
144928_TFORF3452.fasta,1,+,2,4145,5908,587,57.34,7.5035
144928_TFORF3452.fasta,2,+,1,955,1818,287,53.51,15.5523
144928_TFORF3452.fasta,3,+,3,8076,8936,286,58.16,9.9643
144928_TFORF3452.fasta,4,+,3,4731,5534,267,49.95,6.4436
144928_TFORF3452.fasta,5,-,-1,3218,3838,206,54.55,15.6629
144928_TFORF3452.fasta,6,+,1,2020,2622,200,63.61,8.5858
144928_TFORF3452.fasta,7,+,2,6119,6649,176,49.19,14.2686
144928_TFORF3452.fasta,8,+,1,6106,6615,169,57.88,15.6274
144928_TFORF3452.fasta,9,+,2,3476,3913,145,57.05,14.3838
144928_TFORF3452.fasta,10,-,-3,870,1250,126,50.44,14.6167
144928_TFORF3452.fasta,11,-,-1,4853,5134,93,59.14,7.3081
144928_TFORF3452.fasta,12,-,-3,4332,4610,92,51.31,16.0716
144928_TFORF3452.fasta,13,-,-1,8540,8806,88,51.15,13.7315
145164_pcDNA3-sACE2v1-Fc_IgG1_.fasta,1,+,2,5348,7882,844,58.63,14.2313
145164_pcDNA3-sACE2v1-Fc_IgG1_.fasta,2,-,-2,3445,4305,286,58.16,9.9643
145164_pcDNA3-sACE2v1-Fc_IgG1_.fasta,3,+,3,1146,1940,264,62.37,10.2804
145164_pcDNA3-sACE2v1-Fc_IgG1_.fasta,4,-,-3,1455,1991,178,64.64,18.3483
145164_pcDNA3-sACE2v1-Fc_IgG1_.fasta,5,+,1,1318,1704,128,53.41,16.7936
145164_pcDNA3-sACE2v1-Fc_IgG1_.fasta,6,-,-2,7207,7545,112,50.51,15.8515
145164_pcDNA3-sACE2v1-Fc_IgG1_.fasta,7,+,1,259,525,88,52.11,13.6498
145164_pcDNA3-sACE2v1-Fc_IgG1_.fasta,8,+,2,3575,3841,88,51.15,13.7315
145164_pcDNA3-sACE2v1-Fc_IgG1_.fasta,9,-,-3,5625,5882,85,55.01,16.3251
146667_pLNHA-C1-HsPatL1_517-770_J.fasta,1,+,2,524,1561,345,48.46,15.6852
146667_pLNHA-C1-HsPatL1_517-770_J.fasta,2,+,3,2787,3581,264,62.22,10.2824
146667_pLNHA-C1-HsPatL1_517-770_J.fasta,3,-,-3,3096,3632,178,64.35,18.3483
146667_pLNHA-C1-HsPatL1_517-770_J.fasta,4,+,2,3602,4051,149,54.55,15.5003
146667_pLNHA-C1-HsPatL1_517-770_J.fasta,5,+,1,2959,3345,128,53.40,17.0114
146781_pLNHA-C1-HsXRN1_1343-1534_K.fasta,1,+,2,524,1402,292,53.76,16.0185
146781_pLNHA-C1-HsXRN1_1343-1534_K.fasta,2,+,3,2640,3434,264,62.22,10.2824
146781_pLNHA-C1-HsXRN1_1343-1534_K.fasta,3,-,-3,2949,3485,178,64.35,18.3483
146781_pLNHA-C1-HsXRN1_1343-1534_K.fasta,4,+,2,3455,3904,149,54.55,15.5003
146781_pLNHA-C1-HsXRN1_1343-1534_K.fasta,5,+,1,2812,3198,128,53.40,17.0114
146781_pLNHA-C1-HsXRN1_1343-1534_K.fasta,6,-,-2,1063,1326,87,53.45,18.7695
146813_pLNHA-C1-HsDCP1a_131-582_L.fasta,1,+,2,524,2158,544,52.01,14.5817
146813_pLNHA-C1-HsDCP1a_131-582_L.fasta,2,+,2,3407,4201,264,62.22,10.2824
146813_pLNHA-C1-HsDCP1a_131-582_L.fasta,3,-,-3,3716,4252,178,64.35,18.3483
146813_pLNHA-C1-HsDCP1a_131-582_L.fasta,4,+,1,4222,4671,149,54.55,15.5003
146813_pLNHA-C1-HsDCP1a_131-582_L.fasta,5,-,-2,795,1187,130,50.75,16.7996
146813_pLNHA-C1-HsDCP1a_131-582_L.fasta,6,+,3,3579,3965,128,53.40,17.0114
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,1,+,2,524,8518,2664,57.01,16.5684
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,2,+,2,9767,10561,264,62.22,10.2824
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,3,-,-3,10076,10612,178,64.35,18.3483
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,4,+,1,10582,11031,149,54.55,15.5003
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,5,+,3,9939,10325,128,53.40,17.0114
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,6,-,-3,2330,2683,117,58.60,18.9251
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,7,-,-3,7235,7549,104,62.66,19.8959
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,8,-,-3,8120,8407,95,67.79,19.6518
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,9,-,-1,1906,2178,90,48.71,14.9279
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,10,-,-2,6234,6500,88,49.83,17.4027
147374_pT7-EGFP-C1-HsNot1iso1-P1209YP1257Y_R.fasta,11,-,-3,3722,3970,82,61.44,18.4789
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,1,+,2,2588,5167,859,60.05,13.7759
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,2,-,-2,6860,7720,286,58.16,9.8572
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,3,+,3,726,1454,242,59.57,16.2905
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,4,-,-1,5502,6131,209,63.39,16.5735
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,5,+,3,5580,6182,200,58.23,11.6002
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,6,-,-2,1940,2416,158,56.51,16.9943
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,7,+,2,5570,6010,146,58.03,14.1795
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,8,+,1,6007,6426,139,55.57,16.5218
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,9,+,3,2817,3116,99,45.39,17.2561
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,10,-,-2,5444,5725,93,56.68,17.3464
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,11,+,3,2217,2495,92,55.72,18.3518
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,12,-,-1,3414,3686,90,46.77,14.5597
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,13,+,3,6990,7256,88,51.56,13.6617
147718_pAc5.1B-lambdaN-HA-DmNot3-del698-725-dsRNAres_U.fasta,14,+,1,61,306,81,47.14,15.8400
14771_pSicoR_human_DGCR8-3.fasta,1,+,2,395,649,84,46.95,11.7470
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,1,+,1,5317,6741,474,76.37,9.8595
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,2,-,-3,3761,4720,319,71.39,8.2396
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,3,+,2,209,1069,286,58.16,9.8572
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,4,-,-1,5656,6459,267,67.58,16.8767
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,5,+,1,3283,3978,231,61.53,16.4777
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,6,-,-1,3088,3705,205,60.82,9.7255
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,7,-,-2,4593,5093,166,58.44,14.4526
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,8,+,3,2481,2849,122,61.17,18.4342
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,9,-,-3,2846,3184,112,54.19,15.8249
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,10,-,-1,673,939,88,51.56,13.6617
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,11,+,1,4882,5145,87,49.50,15.4120
148516_pnEA-NpM-DmThor_50-83-P66KP71Q-GB1_AD.fasta,12,-,-2,3741,4004,87,57.03,15.7331
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,1,+,1,5317,6846,509,76.13,9.7552
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,2,-,-3,3761,4720,319,71.39,8.2396
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,3,+,2,209,1069,286,58.16,9.8572
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,4,-,-1,5656,6459,267,67.58,16.8767
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,5,+,1,3283,3978,231,61.53,16.4777
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,6,-,-1,3088,3705,205,60.82,9.7255
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,7,-,-2,4593,5093,166,58.44,14.4526
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,8,+,3,2481,2849,122,61.17,18.4342
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,9,-,-3,2846,3184,112,54.19,15.8249
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,10,-,-1,673,939,88,51.56,13.6617
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,11,+,1,4882,5145,87,49.50,15.4120
148557_pnEA-NpM-HsGIGYF1_33-103-GB1_AE.fasta,12,-,-2,3741,4004,87,57.03,15.7331
148721_pnYC-CvH-CteIF4E_35-250-del183-202_AF.fasta,1,-,-3,1474,2259,261,60.03,9.1688
148721_pnYC-CvH-CteIF4E_35-250-del183-202_AF.fasta,2,+,2,2489,3160,223,88.91,15.8920
148721_pnYC-CvH-CteIF4E_35-250-del183-202_AF.fasta,3,-,-2,2378,3028,216,70.53,16.9236
148721_pnYC-CvH-CteIF4E_35-250-del183-202_AF.fasta,4,+,1,1669,2127,152,66.39,16.3348
148721_pnYC-CvH-CteIF4E_35-250-del183-202_AF.fasta,5,+,3,3,440,145,70.20,15.9061
148721_pnYC-CvH-CteIF4E_35-250-del183-202_AF.fasta,6,+,2,1961,2311,116,49.44,15.7315
148721_pnYC-CvH-CteIF4E_35-250-del183-202_AF.fasta,7,-,-2,1232,1570,112,54.19,15.8249
148721_pnYC-CvH-CteIF4E_35-250-del183-202_AF.fasta,8,-,-1,3942,4238,98,56.22,16.0194
148721_pnYC-CvH-CteIF4E_35-250-del183-202_AF.fasta,9,-,-2,737,1024,95,57.28,15.6158
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,1,-,-2,5051,5911,286,58.16,9.8572
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,2,+,2,2585,3391,268,57.92,16.8214
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,3,-,-1,3714,4322,202,64.01,16.6290
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,4,+,3,3792,4373,193,58.86,11.9338
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,5,+,2,899,1408,169,55.68,13.7802
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,6,-,-2,1919,2413,164,54.87,16.8427
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,7,+,2,3782,4222,146,58.03,14.1795
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,8,+,1,4219,4617,132,55.60,16.8029
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,9,-,-2,3656,3937,93,56.68,17.3464
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,10,-,-2,122,403,93,55.55,17.3494
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,11,+,3,2214,2492,92,55.72,18.3518
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,12,-,-1,3048,3323,91,50.58,15.0423
148909_pAc5.1B-lambdaN-HA-Dm4EHP-W114A_AH.fasta,13,+,3,5181,5447,88,51.56,13.6617
149097_pGBW-m4046565.fasta,1,+,2,431,4294,1287,57.35,15.6896
149097_pGBW-m4046565.fasta,2,-,-1,7544,8404,286,58.09,10.0965
149097_pGBW-m4046565.fasta,3,+,1,4705,5508,267,54.36,14.9125
149097_pGBW-m4046565.fasta,4,-,-2,6964,7449,161,60.96,16.8544
149097_pGBW-m4046565.fasta,5,-,-3,4740,5216,158,51.30,17.1440
149097_pGBW-m4046565.fasta,6,+,3,7638,7940,100,51.12,13.8598
149097_pGBW-m4046565.fasta,7,+,1,5626,5916,96,63.09,7.5360
149097_pGBW-m4046565.fasta,8,+,3,3621,3866,81,47.05,14.0637
15226_pEGFP-GIT1.fasta,1,+,2,620,3694,1024,60.08,14.7848
15226_pEGFP-GIT1.fasta,2,+,3,4998,5792,264,62.22,10.2824
15226_pEGFP-GIT1.fasta,3,-,-1,1357,1992,211,53.30,15.2965
15226_pEGFP-GIT1.fasta,4,-,-2,5307,5843,178,64.35,18.3483
15226_pEGFP-GIT1.fasta,5,-,-1,2554,3039,161,57.61,13.2539
15226_pEGFP-GIT1.fasta,6,+,2,5813,6262,149,54.55,15.5003
15226_pEGFP-GIT1.fasta,7,+,1,5170,5556,128,53.40,17.0114
15226_pEGFP-GIT1.fasta,8,+,3,1947,2327,126,54.20,16.5247
15226_pEGFP-GIT1.fasta,9,-,-3,1790,2116,108,56.03,17.1658
15226_pEGFP-GIT1.fasta,10,-,-3,3509,3799,96,59.29,13.5608
152428_pGBW-m4134372.fasta,1,+,3,780,5012,1410,60.44,14.4010
152428_pGBW-m4134372.fasta,2,+,1,7186,8046,286,58.59,9.9643
152428_pGBW-m4134372.fasta,3,+,2,5399,5830,143,48.48,15.2817
152428_pGBW-m4134372.fasta,4,-,-3,3143,3478,111,48.99,16.5926
152428_pGBW-m4134372.fasta,5,+,1,8077,8388,103,53.33,16.1769
152428_pGBW-m4134372.fasta,6,-,-2,7650,7916,88,50.49,13.7666
152428_pGBW-m4134372.fasta,7,-,-2,3789,4043,84,62.06,18.1686
152725_pGBW-m4134466.fasta,1,+,2,3938,4966,342,62.66,12.2580
152725_pGBW-m4134466.fasta,2,+,3,5307,6167,286,58.59,9.9643
152725_pGBW-m4134466.fasta,3,+,2,5,781,258,55.98,9.2590
152725_pGBW-m4134466.fasta,4,-,-2,3929,4699,256,59.12,17.0160
152725_pGBW-m4134466.fasta,5,-,-1,2922,3431,169,56.44,14.8486
152725_pGBW-m4134466.fasta,6,+,1,6205,6639,144,51.96,16.4241
152725_pGBW-m4134466.fasta,7,+,2,1184,1615,143,48.48,15.2817
152725_pGBW-m4134466.fasta,8,-,-2,3056,3349,97,48.71,15.1176
152725_pGBW-m4134466.fasta,9,-,-2,5771,6037,88,50.49,13.7666
152769_pGBW-m4133471.fasta,1,+,2,5,946,313,57.66,5.9347
152769_pGBW-m4133471.fasta,2,+,2,5027,5887,286,58.59,9.9643
152769_pGBW-m4133471.fasta,3,+,1,4087,4686,199,63.41,8.6001
152769_pGBW-m4133471.fasta,4,-,-1,3071,3580,169,56.44,14.8486
152769_pGBW-m4133471.fasta,5,+,3,5925,6359,144,51.96,16.4241
152769_pGBW-m4133471.fasta,6,+,1,1333,1764,143,48.48,15.2817
152769_pGBW-m4133471.fasta,7,-,-2,3205,3498,97,48.71,15.1176
152769_pGBW-m4133471.fasta,8,-,-2,5491,5757,88,50.49,13.7666
15323_FLAG-EAF_pBacPAK8.fasta,1,-,-1,1906,3159,417,55.14,10.6791
15323_FLAG-EAF_pBacPAK8.fasta,2,+,1,928,1842,304,56.53,13.1247
15323_FLAG-EAF_pBacPAK8.fasta,3,+,3,4236,5096,286,58.38,9.9643
15323_FLAG-EAF_pBacPAK8.fasta,4,-,-3,164,769,201,62.93,14.9174
15323_FLAG-EAF_pBacPAK8.fasta,5,-,-1,814,1311,165,57.10,18.2762
15323_FLAG-EAF_pBacPAK8.fasta,6,-,-3,4700,4966,88,51.15,13.7315
153701_pGBW-m4252864.fasta,1,-,-2,515,1375,286,58.59,9.9643
153701_pGBW-m4252864.fasta,2,-,-1,1716,2315,199,63.41,8.6001
153701_pGBW-m4252864.fasta,3,+,2,2822,3331,169,56.44,14.8486
153701_pGBW-m4252864.fasta,4,-,-1,4638,5069,143,48.48,15.2817
153701_pGBW-m4252864.fasta,5,-,-2,5456,5803,115,51.56,15.7435
153701_pGBW-m4252864.fasta,6,-,-2,173,484,103,53.33,16.1769
153701_pGBW-m4252864.fasta,7,+,3,2904,3197,97,48.71,15.1176
153701_pGBW-m4252864.fasta,8,+,3,645,911,88,50.49,13.7666
154156_pKM53.fasta,1,+,3,2973,4670,565,57.81,7.8312
154156_pKM53.fasta,2,+,2,137,997,286,58.16,9.9643
154156_pKM53.fasta,3,+,1,4945,5418,157,53.64,14.9766
154156_pKM53.fasta,4,+,3,2535,2933,132,50.54,4.9460
154156_pKM53.fasta,5,-,-1,5516,5884,122,47.21,18.2776
154156_pKM53.fasta,6,-,-2,601,867,88,51.15,13.7315
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,1,+,2,2930,4276,448,61.97,11.7378
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,2,+,1,841,1716,291,49.91,15.9015
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,3,+,2,6347,7207,286,58.16,9.9643
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,4,+,1,4390,4920,176,49.19,14.2686
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,5,+,3,4377,4886,169,57.88,15.6274
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,6,-,-1,2611,3075,154,52.07,17.7764
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,7,+,3,3654,4040,128,53.41,16.7936
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,8,-,-2,756,1136,126,50.44,14.6167
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,9,+,3,2493,2801,102,47.40,17.2412
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,10,-,-1,6811,7077,88,51.15,13.7315
154196_CaTCH_Dual-sgRNA_sgBC1-A_sgBC1-C.fasta,11,-,-3,3791,4045,84,65.83,19.1779
154220_Axin1_HA_in_pRK5.fasta,1,+,3,924,3452,842,56.37,15.0013
154220_Axin1_HA_in_pRK5.fasta,2,+,1,5134,5994,286,58.16,9.9643
154220_Axin1_HA_in_pRK5.fasta,3,+,1,1648,2163,171,45.99,12.8756
154220_Axin1_HA_in_pRK5.fasta,4,+,1,2635,3036,133,43.38,12.1982
154220_Axin1_HA_in_pRK5.fasta,5,-,-2,3955,4272,105,45.81,15.6220
154220_Axin1_HA_in_pRK5.fasta,6,-,-1,1046,1354,102,53.12,15.6866
154220_Axin1_HA_in_pRK5.fasta,7,-,-3,5598,5864,88,51.15,13.7315
154220_Axin1_HA_in_pRK5.fasta,8,-,-3,2658,2909,83,51.46,14.2374
154220_Axin1_HA_in_pRK5.fasta,9,+,3,540,785,81,49.94,16.3899
1542_L3513.fasta,1,+,2,4709,5569,286,58.16,9.9643
1542_L3513.fasta,2,+,1,2506,2910,134,55.39,18.5535
1542_L3513.fasta,3,-,-1,878,1213,111,54.92,15.7463
1542_L3513.fasta,4,-,-3,3996,4310,104,52.33,16.4488
1542_L3513.fasta,5,-,-2,5173,5439,88,51.15,13.7315
154581_pEPYC0CM0424.fasta,1,+,1,550,846,98,50.37,16.4121
154714_pEPYC1CB0461.fasta,1,+,3,4608,6347,579,59.54,7.6431
154714_pEPYC1CB0461.fasta,2,-,-3,222,1370,382,67.84,15.2855
154714_pEPYC1CB0461.fasta,3,-,-1,2465,3325,286,58.33,9.9643
